,Company name,"Gearing (%)
2018",BvD Independence Indicator,"Number of employees
2018","Profit (Loss) before Taxation
th GBP 2018","Tangible Assets
th GBP 2018","Fixed Assets
th GBP 2018"
1429,MITIE CATERING SERVICES LIMITED,89.17,D,"1,031","2,437",312,334
1430,FONUA LIMITED,51.94,D,198,"4,900","1,276","1,276"
1431,WOODLANDS HOME & GARDEN GROUP LIMITED,3.65,D,110,"-1,774",565,840
1432,MERSEN UK PORTSLADE LIMITED,73.57,D,68,580,"1,736","1,736"
1433,DATA INSTALLATION & NETWORKING SERVICES LIMITED,2.21,D,362,406,649,649
1434,WAVE LTD,395.53,B+,289,"-2,776",562,"26,005"
1435,FURUNO (UK) LIMITED,2.23,D,30,950,"4,676","4,774"
1436,ACTIX LIMITED,67.84,D,47,"1,281",546,"1,615"
1437,MSL PROPERTY CARE SERVICES LIMITED,104.37,B+,64,462,578,578
1438,RICHARDSON ELECTRONICS LIMITED,34.25,D,12,135,66,91
1439,PSG IP OPERATIONS IRELAND LIMITED,128.37,D,3,-2,9,"3,189"
1440,IPC NETWORK SERVICES LIMITED,58.19,D,68,"5,211","3,780","23,787"
1441,BAP PHARMA GROUP LIMITED,43.48,D,14,"6,909",412,412
1442,COUNTRYSIDE PROPERTIES PLC,14.14,A+,"1,557","180,700","7,900","280,500"
1443,HELICAL PLC,82.2,A+,36,"30,822","1,825","821,705"
1444,G.G.R. CORPORATION LTD,7.97,B+,140,"4,905","10,967","15,582"
1445,LONDON STONE PAVING LTD,154.8,B+,75,737,"1,812","1,921"
1446,O'LOUGHLIN HOLIDAY PARK LIMITED,121.71,B+,129,"1,093","12,062","12,124"
1447,AVANADE EUROPE HOLDINGS LTD.,1.06,D,51,"1,033",10,"116,615"
1448,JUSTRITE HOLDINGS LTD,59.91,D,202,"1,241","3,601","17,075"
1449,GLANVILLE CLEANSING LIMITED,76.39,D,118,"1,045","2,082","2,810"
1450,WILLIAM COATES LTD.,1.02,D,70,-221,883,883
1451,ATL HAULAGE CONTRACTORS LIMITED,411.22,D,50,486,"4,411","4,411"
1452,BROOKES BELL LLP,113.74,D,48,-36,473,"1,889"
1453,AMBER U.P.V.C. FABRICATIONS LIMITED,27.72,D,69,309,860,860
1454,TEMPLEMAN TRADING LIMITED,38.93,D,120,"1,410","4,503","5,416"
1455,ALLEGIS GLOBAL SOLUTIONS LIMITED,2.69,D,280,-476,468,"5,406"
1456,W. CORBETT & CO. (GALVANIZING) LIMITED,35.66,D,125,138,"2,880","2,880"
1457,ELLIOTT BROTHERS (BUILDERS MERCHANTS) LIMITED,46.73,A+,312,"2,612","16,825","18,924"
1458,STORMHARBOUR SECURITIES UK LIMITED,10.94,D,73,"-1,039",32,60
1459,TRUE POTENTIAL WEALTH MANAGEMENT LLP,0,D,24,"1,785",19,"5,913"
1460,MMD COMMUNICATIONS (HOLDINGS) LIMITED,30.63,D,190,557,"1,706","15,580"
1461,PRICEWATERHOUSECOOPERS CI LLP,36.78,U,360,"12,883","4,440","4,440"
1462,UNITED WINE MERCHANTS LIMITED,42.05,D,57,743,419,419
1463,NET TALENT LIMITED,57.66,D,17,235,27,37
1464,PARKINGEYE LIMITED,1.01,D,333,"13,590","18,301","18,897"
1465,ROYALE JVC LIMITED,380.71,D,"2,190","-19,401","17,999","72,492"
1466,LIBERTY PRINTERS (AR AND RF REDDIN) LIMITED,2.28,D,12,"1,003",16,56
1467,HAINENKO LIMITED,0.77,D,26,857,233,233
1468,CRANE ELECTRONICS LIMITED,45.85,D,64,971,"1,035","1,035"
1469,TRACSIS PLC,12.47,A+,667,"8,275","2,181","30,478"
1470,LYONS DAVIDSON LIMITED,401.87,D,760,268,"2,132","26,378"
1471,PRIME PLC,76.52,D,51,"3,307","2,193","5,001"
1472,MURATA POWER SOLUTIONS (CELAB) LIMITED,0.2,D,79,"1,877",424,432
1473,STAMPEDE GLOBAL UK LIMITED,n.a.,D,n.a.,n.a.,n.a.,n.a.
1474,LAW MORGAN LIMITED,156.2,B+,79,"1,546",13,"1,618"
1475,HES HUMBER BULK TERMINAL LIMITED,18.93,D,27,"1,004","7,101","7,101"
1476,FUTURE PRODUCTS LIMITED,33.22,D,139,133,742,742
1477,KELLOGG BROWN & ROOT LIMITED,25.61,D,"1,086","53,488","7,033","252,715"
1478,BOURNE END MARINA LIMITED,7.98,D,6,242,9,"1,209"
1479,FREIGHTLINER HEAVY HAUL LIMITED,190.8,D,571,"-18,365","48,051","48,051"
1480,THE NETWORKING PEOPLE (TNP) LIMITED,12.89,B+,25,756,237,237
1481,FAMILY FINANCE LIMITED,90.72,D,69,"2,404",422,423
1482,RG STONE LLP,137.03,A-,64,"-1,125",536,"19,250"
1483,HERMES PARCELNET LIMITED,43.01,D,"2,540","37,308","73,250","92,435"
1484,CLOVER ENVIRONMENTAL SOLUTIONS LTD,4.1,D,48,"-1,227",40,40
1485,TROUSDALE LIMITED,187.42,D,73,"2,101","5,892","5,892"
1486,PRO GLOBAL HOLDINGS LIMITED,428.74,B+,455,51,"1,370","4,148"
1487,FARNDON FIELDS FARM LIMITED,47.9,D,71,219,"4,348","4,348"
1488,O'DONOVAN (WASTE DISPOSAL) LIMITED,100.35,D,165,"1,031","15,719","15,749"
1489,TERADATA INTERNATIONAL SALES LIMITED,466.42,D,4,175,84,84
1490,A.W. LUMB (NORTHERN) LIMITED,9.03,D,33,353,378,378
1491,OAKBRIDGE RETIREMENT VILLAGES LLP,3.54,U,225,21,174,174
1492,UVEX SAFETY (UK) LTD,39.85,D,49,-2,"1,547","1,547"
1493,BISTECH PLC,486.49,D,73,"5,370",441,441
1494,ADARMA LIMITED,9.87,D,171,"3,946",340,340
1495,C. & J. CLARK INTERNATIONAL LIMITED,113.1,D,"9,553","-3,200","125,700","242,000"
1496,A.W.PRECISION LIMITED,3.12,D,79,260,997,997
1497,UIN FOODS LIMITED,416.26,D,208,-277,"7,430","7,430"
1498,LYONS OF LIMERICK LIMITED,71.37,D,67,528,"7,296","7,297"
1499,ABACUS EMPLOYMENT SERVICES LIMITED,60.94,D,913,96,497,582
1500,STAFFORD V.E. LIMITED,441.18,B+,18,240,171,171
1501,PARKLANDS HIGHLAND LIMITED,274.6,D,200,"1,063","7,033","7,033"
1502,VIZOR INTERACTIVE LLP,71.11,U,319,"2,862",681,"1,655"
1503,CROPWELL BISHOP CREAMERY LIMITED,59.45,D,94,203,"3,946","3,947"
1504,INTERCOUNTY TRUCK AND VAN LIMITED,92.69,D,267,-589,"1,648","1,648"
1505,CONNOR GROUP LIMITED,228.63,D,173,"1,144","4,979","5,090"
1506,INGREBOURNE VALLEY HOLDINGS LTD,90.12,B+,113,"6,485","6,687","41,547"
1507,MABEY HIRE LIMITED,0.04,D,423,"4,459","27,255","27,605"
1508,AET TRANSPORT GROUP LIMITED,73.73,D,53,-583,"5,465","5,465"
1509,SOL PUERTO RICO LIMITED,29.87,D,40,"12,070","13,692","13,692"
1510,KIRKBI ESTATES LIMITED,0.07,D,15,"-2,409","20,922","20,922"
1511,PRET A MANGER (EUROPE) LIMITED,n.a.,D,n.a.,n.a.,n.a.,n.a.
1512,TOYOTA TSUSHO SUGAR TRADING LIMITED,104.24,D,19,"1,221",59,71
1513,HY-PRO INTERNATIONAL LIMITED,19.27,D,43,"2,539","1,254","1,268"
1514,JON ADAM (HOLDINGS) LIMITED,32.13,D,182,679,259,259
1515,DYER ENGINEERING LTD.,60.2,D,170,683,"2,205","2,205"
1516,DOMOTEC (EUROPE) LIMITED,123.5,D,14,"12,498",279,"2,549"
1517,BILLY CLARKE CONTRACTS LIMITED,0.02,B+,14,330,165,165
1518,GIANT PRECISION LIMITED,54.08,D,"2,683",717,355,877
1519,ELITE OFFICE FURNITURE (UK) LTD.,2.07,D,136,"4,071",784,886
1520,KTH ENGINEERING GROUP LIMITED,5.41,B+,82,284,"2,469","2,654"
1521,TRADEDOUBLER LIMITED,60.89,D,37,221,17,32
1522,WEST COAST CORRUGATED LIMITED,31,B+,69,620,"3,398","3,398"
1523,ALL RESPONSE MEDIA LIMITED,5.48,D,148,"1,337",692,692
1524,NORBROOK LABORATORIES LIMITED,40.59,D,"1,614","38,031","66,483","70,777"
1525,CELTIC CONTRACTORS LIMITED,1.24,D,27,"3,785",83,83
1526,DICK LOVETT (HUNGERFORD) LIMITED,150.71,C,54,225,49,49
1527,IDEAL BOILERS LIMITED,31.92,D,814,"63,454","22,531","22,531"
1528,CROUDACE HOMES GROUP LIMITED,33.55,B+,284,"19,420","6,869","6,913"
1529,GOLDEN GOOSE DB UK LIMITED,392.54,B+,11,-141,962,"2,155"
1530,SYTNER GROUP LIMITED,276.29,D,"10,403","113,266","429,148","610,302"
1531,SYSTEM 3 LIMITED,7.39,D,247,"1,491","14,270","14,270"
1532,LANDTOURER COACHES LIMITED,105.25,D,74,329,"5,301","5,301"
1533,THERMAE DEVELOPMENT COMPANY LIMITED,22.25,D,200,"2,479","5,435","5,482"
1534,HUNTSMAN IFS POLYURETHANES LIMITED,33.78,D,24,"1,799","1,668","1,926"
1535,RICKERBY HOLDINGS LIMITED,27.07,B+,137,"1,331","4,620","4,620"
1536,GUSBOURNE ESTATE LIMITED,13.44,D,24,"-1,309","11,648","12,656"
1537,JFC PLASTICS LIMITED,365.55,D,34,"1,304","2,421","7,046"
1538,C A GOSS LIMITED,41.25,D,103,320,539,"1,499"
1539,EURO PARKING COLLECTION PLC,0.43,D,38,"1,105",96,96
1540,Q.N. (HOLDINGS) LIMITED,57.06,B+,267,770,"23,435","23,631"
1541,ROSSMORE CIVILS LIMITED,42.85,B+,97,665,"1,724","1,724"
1542,BRITANNIA HOLDINGS (UK) LIMITED,21.8,D,130,403,"17,344","17,344"
1543,FREEMANS PUBLIC LIMITED COMPANY,231.37,D,179,"1,464",687,"1,518"
1544,IRON MOUNTAIN (UK) PLC,215.92,D,289,"47,425","132,220","338,282"
1545,ALBION FOOTBALL CLUB(BURTON-ON-TRENT)LIMITED(THE),24.82,D,393,500,"7,541","8,314"
1546,DIAGEO SCOTLAND LIMITED,118.28,D,"3,236","366,000","1,324,000","1,657,000"
1547,VESTEY HOLDINGS LIMITED,59.72,D,988,"-7,079","11,010","21,529"
1548,CED LIMITED,195.71,D,104,-599,"5,299","5,582"
1549,REGAL BRAND MANAGEMENT LIMITED,311.74,D,21,146,37,37
1550,REMEDI MEDICAL HOLDINGS LIMITED,1.32,D,69,"15,647",729,729
1551,TAUNTFIELD LTD,36.87,D,8,"1,001",556,"6,919"
1552,MULBERRY COMMERCIAL DEVELOPMENTS LIMITED,75.92,D,5,"1,250",1,"11,706"
1553,PHARMATHEN HOLDING 4 LTD,157.96,D,920,"6,020","70,965","471,594"
1554,COURSE HILL FUEL DEPOT LIMITED,1.66,B+,26,"1,292",721,"1,041"
1555,PROPERTYSERVE (UK) LIMITED,4.22,D,32,184,75,75
1556,VENTUR TRAVEL LIMITED,1.36,D,66,446,138,138
1557,AXON MOORE GROUP LTD,16.71,D,103,806,170,"2,250"
1558,TOUCH CREATIVE DESIGN LIMITED,0.17,D,17,275,45,45
1559,ROVOP LIMITED,349.06,D,146,-117,"22,335","22,335"
1560,CARDTRONICS LIMITED,260.52,C,"2,250","11,060","360,648","1,113,331"
1561,CASTELLI (DIARIES) LIMITED,36.77,D,57,867,"3,114","3,320"
1562,KM PRODUCTS EUROPE LIMITED,29.22,D,61,"1,078",190,"1,778"
1563,HAVAS WORLDWIDE LONDON LIMITED,558.52,D,250,-517,332,332
1564,ERSKINE MURRAY LIMITED,144.28,D,64,594,97,"2,107"
1565,CITY HEALTH CARE PARTNERSHIP CIC,20.32,A+,"2,320",552,"5,595","11,884"
1566,ARKELL'S BREWERY LIMITED,52.67,A+,251,"3,297","66,466","67,333"
1567,FALANX CYBER DEFENCE LIMITED,37.22,D,2,340,49,52
1568,COMCEN COMPUTER SUPPLIES LIMITED,12.41,D,58,546,560,560
1569,THE SAGE GROUP PLC.,74.83,A+,"13,660","398,000","129,000","2,468,000"
1570,SMILE TOGETHER DENTAL CIC,3.18,A+,93,484,570,"1,137"
1571,ENCASE LIMITED,900.57,D,247,"-1,944","4,883","4,884"
1572,DIAMOND CORRUGATED CASES LIMITED,35.85,D,80,"1,305","8,078","8,788"
1573,MAITLANDQS LIMITED,19.1,D,37,239,157,157
1574,"EDMUND BELL & CO., LIMITED",0.3,C,54,"2,542",388,388
1575,WEEDON PACKAGING SOLUTION CENTRE LIMITED,46.77,D,109,447,"1,092","1,092"
1576,CORE-ASSET CONSULTING LIMITED,74.79,D,103,-102,"1,245","1,245"
1577,SECA LIMITED,17.68,D,18,275,101,101
1578,HUTCHINSON ENVIRONMENTAL SOLUTIONS LIMITED,224.83,D,28,-63,40,40
1579,CETIX UK HOLDINGS LIMITED,95.34,D,25,-10,27,27
1580,CROWCON DETECTION INSTRUMENTS LIMITED,20.3,C,184,"6,114","1,396","4,716"
1581,IBSTOCK BRICK HOLDING COMPANY LIMITED,181.03,D,2,"4,485","37,197","146,000"
1582,ROAD TECH HOLDINGS LIMITED,33.48,D,64,"5,522",298,"2,199"
1583,EXCELLENCE LOGGING LIMITED,38.33,D,663,"-11,712","15,216","50,515"
1584,TAIT EUROPE LTD,458.35,D,13,16,171,171
1585,FALCON OF HULL & LINCOLNSHIRE LIMITED,447.16,D,308,"3,778","13,170","13,170"
1586,BOX & CHARNOCK LIMITED,1.22,D,80,935,263,263
1587,BANSAL GROUP LIMITED,0.18,D,52,228,612,"1,071"
1588,DB GROUP (HOLDINGS) LIMITED,39.19,D,60,368,"2,451","2,639"
1589,PRIMAFRUIT LIMITED,47.7,D,235,"3,396","2,838","2,838"
1590,HIGH GROVE BEDS LIMITED,11.57,D,308,"1,367","7,528","7,818"
1591,ARLINGTON HOUSE INVESTMENTS LIMITED,335.52,U,24,"-7,190","2,238","103,925"
1592,PROCTER & GAMBLE (MANUFACTURING) IRELAND LIMITED,58.37,C,400,"7,433","59,416","63,230"
1593,DE VERE COTSWOLD WATER PARK LIMITED,130.68,D,252,"3,201","34,023","34,023"
1594,MULLINS AND WESTLEY (1997) LIMITED,37.23,D,127,254,"3,347","4,865"
1595,MADEMOISELLE DESSERTS CORBY LIMITED,106.63,D,99,278,"4,287","4,287"
1596,CONSOLIDATED PLASTICS LIMITED,19.06,B+,130,-822,"3,690","3,745"
1597,GEES HAULAGE LIMITED,1.67,D,90,"1,228","3,902","3,902"
1598,T. & B. CONTAINERS LIMITED,2.23,D,82,276,"1,358","1,367"
1599,EBBON-DACS LIMITED,55.38,D,28,858,307,"4,442"
1600,CITYHEART LIMITED,15.96,D,4,"1,012",24,326
1601,CHARACTER OPTIONS LIMITED,662.2,D,117,"6,246",454,"1,257"
1602,MANOLO BLAHNIK INTERNATIONAL LIMITED,0.25,D,69,"5,947",902,"1,605"
1603,AEGIS DEFENCE SERVICES LIMITED,320.56,D,18,"11,777",657,"5,081"
1604,TUBE DEVELOPMENTS LIMITED,5.25,B+,59,"1,216","2,989","2,989"
1605,FLATFISH LIMITED,42.72,D,58,-573,"2,103","2,328"
1606,C.HEMMINGS & CO. LIMITED,37.85,B+,53,692,"2,290","2,352"
1607,DFDS LOGISTICS CONTRACTS (IRELAND) LIMITED,44.42,C,38,116,29,29
1608,ANIMAL HEALTHCARE SERVICES LIMITED,0.7,D,38,"2,549",201,"4,680"
1609,TRISTAN CAPITAL PARTNERS LLP,460.91,D,55,"34,744",918,975
1610,PROJECT GROUP UK LIMITED,33.78,B+,57,255,278,297
1611,CLICK TRAVEL LTD,38.92,D,202,"5,828",142,"2,873"
1612,EAMON COSTELLO (KERRY) LIMITED,0.01,D,33,772,"1,471","1,865"
1613,MYLAN IRELAND LIMITED,39.56,D,144,"13,237","2,005","274,538"
1614,NEG EARTH LIGHTS LIMITED,68.12,B+,83,231,"40,324","40,324"
1615,DENNIS HORTON & SON LTD,102.99,B+,60,573,"1,992","2,011"
1616,FUTABA MANUFACTURING U.K. LIMITED,57.79,D,214,-520,"13,898","13,898"
1617,GENTEC ENERGY PLC,93.83,D,80,"2,896",952,"1,253"
1618,ROSS FARM MACHINERY LIMITED,175,B+,61,782,315,315
1619,TECHCRETE LIMITED,1.01,D,49,646,"3,497","3,516"
1620,OLYMPUS PRINT GROUP LIMITED,254.25,B+,83,876,"4,225","4,232"
1621,KEW GREEN HOTELS (BIRMINGHAM LRG1) LIMITED,31.48,D,64,"1,314","5,146","5,146"
1622,ADVANCED SPECIALIST CARE LIMITED,121.83,D,226,"2,202","22,450","22,450"
1623,WEST PENNINE TRUCKS LIMITED,2.38,D,221,"1,454",931,931
1624,SILENCE HOTEL NO. 4 LIMITED,27.01,D,136,-893,"7,940","7,940"
1625,PREQIN LTD,68.35,D,196,544,547,"2,590"
1626,KYOCERA SENCO UK LTD.,86.33,C,34,918,26,26
1627,Z-TECH CONTROL SYSTEMS LIMITED,61.06,B+,233,480,"2,088","2,088"
1628,TECAN LIMITED,5.75,D,107,"1,122","2,214","2,299"
1629,STEPPES TRAVEL LTD,12.16,A+,46,185,23,258
1630,CAREBASE (REDHILL) LIMITED,184.23,D,141,"1,796","12,449","12,449"
1631,YUMI INTERNATIONAL LIMITED,27.46,B+,86,-231,230,600
1632,EMICO HOLDINGS LIMITED,18.54,B+,102,"3,140",268,839
1633,GW 351 LIMITED,101.98,D,88,194,"3,421","3,421"
1634,COGNIZANT OIL AND GAS CONSULTING SERVICES UK LTD,15.63,D,38,502,151,151
1635,NORFOLK BROADS DIRECT LIMITED,8.1,D,64,"1,273","6,752","7,200"
1636,ADT WORKPLACE LIMITED,0.61,D,60,876,76,76
1637,DRIVERS DIRECT RECRUITMENT AGENCY LIMITED,0.45,D,88,"1,006",246,246
1638,ELEGANT HOTELS GROUP LIMITED,69.49,D,"1,060","8,130","141,441","145,879"
1639,WILLIAM HALEY ENGINEERING LIMITED,1.94,D,58,"1,758",657,657
1640,A N WALLIS & COMPANY LIMITED,6.26,D,87,"3,238",695,935
1641,BASILDON CHEMICAL CO. LIMITED,4.72,D,66,"4,543","4,321","4,502"
1642,ASHAEVE LIMITED,407.93,D,84,68,340,"4,720"
1643,IH HOLDINGS LIMITED,11.72,A+,138,109,785,785
1644,BOX LTD,4.18,D,83,971,384,384
1645,ENGAGE PARTNERS LIMITED,0.2,B+,101,424,111,111
1646,GUARANTEE HOLDINGS LIMITED,117.86,A+,120,-132,"5,661","6,072"
1647,HARPERS ENVIRONMENTAL LIMITED,128.86,B+,91,941,"3,572","3,572"
1648,BRS GOLF LIMITED,7.74,C,64,"1,269",780,"2,419"
1649,NASSTAR SOUTH LIMITED,32.71,D,48,792,"1,932","2,269"
1650,TEREOS UK & IRELAND LTD,352.75,D,123,"-6,651","7,351","7,351"
1651,LAND & WATER SERVICES LTD,30.3,D,122,538,74,74
1652,S & C SLATTER LIMITED,62.89,D,53,"1,295","1,647","2,147"
1653,BOOTS HEARINGCARE LIMITED,59.91,C,570,"15,901",846,"1,587"
1654,NORTHERN & SHELL PLC,0.87,A-,162,"55,067","12,329","34,785"
1655,KELVIN POWER ENGINEERING LIMITED,24.35,D,24,250,16,173
1656,D G MCARDLE INTERNATIONAL LIMITED,244.25,B+,96,599,"6,701","6,701"
1657,WHITEHALL RESOURCES LIMITED,73.75,D,87,"2,343",153,153
1658,BUCKLEY & NUNEZ LTD.,77.77,B+,24,613,108,108
1659,BIFFA ENVIRONMENTAL MUNICIPAL SERVICES LIMITED,206.23,D,717,"1,631","4,745","6,329"
1660,SWAN MILL (HOLDINGS) LIMITED,2.53,A-,266,"4,007","6,952","11,412"
1661,BACHMANN EUROPE PLC,50.82,D,57,224,"3,742","3,742"
1662,ZEST INVESTMENT GROUP LIMITED,120.63,B+,311,431,"14,431","14,431"
1663,CAIRN ENERGY PLC,37.29,A+,188,"-992,163","807,837","1,378,840"
1664,JIGSAW ADVISORY LIMITED,222.99,D,4,66,68,68
1665,ESH INVESTMENTS LIMITED,34.49,A+,964,"-8,546","14,023","37,784"
1666,INEOS ENTERPRISES HOLDINGS LIMITED,419.02,D,"1,147","36,808","178,741","354,341"
1667,SCRIVENS LIMITED,48.48,D,"1,054","2,869","3,347","6,003"
1668,MANTLE DEVELOPMENTS UK LIMITED,631.49,B+,11,953,561,561
1669,WSH UK & IRELAND LIMITED,118.47,D,"15,994","29,235","26,346","276,432"
1670,STAN ROBINSON (STAFFORD) LIMITED,40.31,D,300,54,"4,085","4,085"
1671,DORIC DEVELOPMENTS (BATH) LIMITED,9.24,D,107,"3,084","1,032","1,242"
1672,PRINCIPAL CONTRACTORS LIMITED,79.05,D,23,119,76,78
1673,PARKSIDE LEISURE LIMITED,8.63,D,86,859,"1,244","6,245"
1674,SMITH BATESON HOLDINGS LIMITED,5.63,D,48,"1,204","4,306","4,306"
1675,TREASURE SERVICES GROUP LIMITED,46.88,D,76,489,"4,841","4,894"
1676,BAYSIDE INVESTMENT COMPANY LIMITED,8.42,D,2,721,1,"13,009"
1677,LEEDS UNITED FOOTBALL CLUB LIMITED,200.62,D,928,"-4,316","15,004","44,109"
1678,H CARE LIMITED,124.95,B+,383,"1,418","27,715","27,715"
1679,BRITANNIA PHARMACEUTICALS LIMITED,18.25,D,85,"24,554","1,864","21,781"
1680,XTEX LIMITED,55.45,D,79,688,"4,478","5,173"
1681,GRAPHIC PACKAGING INTERNATIONAL BARDON LIMITED,9.82,D,330,"5,056","4,876","4,966"
1682,DON AMOTT PARKS LIMITED,0.66,D,81,"2,192","6,731","6,739"
1683,COMPUTER DATA SOURCE EUROPE LIMITED,25.91,D,13,"1,693",4,4
1684,CLARO PRECISION ENGINEERING LIMITED,29.3,D,49,380,762,762
1685,GEMACO HOLDINGS LIMITED,82.03,B+,81,394,"4,381","7,559"
1686,BAY FREIGHT LIMITED,45.63,D,77,26,"1,249","1,249"
1687,TRALEE WATERWORLD PUBLIC LIMITED COMPANY,0.19,B+,33,56,"2,117","2,117"
1688,MILLFIELD HAULAGE LIMITED,315.34,D,36,-4,363,363
1689,A. & N. LEWIS LIMITED,4.73,D,81,"1,064",195,195
1690,SOP INTERNATIONAL LIMITED,64.1,B+,46,"1,677",214,"1,145"
1691,GATHER & GATHER LIMITED,106.81,D,"2,154","2,980","2,477","10,625"
1692,THE LONDON OIL REFINING CO. LIMITED,2.51,D,75,"1,662","5,034","5,034"
1693,CAMIDA HOLDINGS LIMITED,31.3,B+,38,"2,410","3,838","3,838"
1694,AST CONNECTIONS LIMITED,35.16,D,25,705,54,54
1695,UPKEEP SHETTLESTON COMMUNITY ENTERPRISES LIMITED,8.05,D,55,89,30,30
1696,LEDWOOD MECHANICAL ENGINEERING LIMITED,24.4,D,184,124,"1,363","1,363"
1697,AGC GLASS UK LTD,9.49,D,209,910,"1,968","1,968"
1698,HANATOUR EUROPE LIMITED,43.49,D,16,196,316,316
1699,HEPCO (HOLDINGS) LIMITED,1.13,D,400,"4,282","12,975","14,513"
1700,NORTH SV LIMITED,23.08,D,84,610,235,235
1701,V4 UK HOLDINGS LIMITED,53.95,D,47,122,81,"2,249"
1702,SQUIRRELS UK LIMITED,19.4,D,27,809,99,699
1703,SEEWOO FOODS LIMITED,9.9,D,230,-261,816,816
1704,TELEPERFORMANCE LIMITED,43.6,D,"8,084","3,640","9,174","32,758"
1705,KCA DEUTAG DRILLING LIMITED,97.33,D,482,"-10,733","10,800","11,009"
1706,BIO PRODUCTS LABORATORY HOLDINGS LIMITED,267.08,D,958,"-38,447","135,137","152,298"
1707,SPRINGDENE NURSING AND CARE HOMES LIMITED,18.28,D,221,253,"22,062","22,062"
1708,BRIGGS & FORRESTER (UK) LIMITED,26.8,D,780,"4,954","3,192","23,485"
1709,BAHNSTORMER MOTORRAD LIMITED,11.01,B+,41,233,342,342
1710,FLINT CPS INKS UK LTD,12.96,D,88,624,"3,798","7,032"
1711,BERKMANN FAMILY HOLDINGS LIMITED,75.75,D,205,"1,889","4,413","4,694"
1712,CASTLE ELECTRICAL FACTORS LIMITED,522.05,D,87,"2,365",183,183
1713,APPLUS CAR TESTING SERVICE LIMITED,10.84,D,802,"4,504","2,173","3,940"
1714,CELINE UK LIMITED,104.73,D,74,"1,799",509,894
1715,LYDALL INDUSTRIAL FILTRATION TEXTILE MANUFACTURING (EMEA) LIMITED,49.76,D,78,623,"2,815","2,826"
1716,ENTERPRISE RESIDENTIAL DEVELOPMENT LIMITED,41.15,D,22,-226,49,180
1717,H.J. HEINZ FOODS UK LIMITED,106.43,D,409,"129,400","50,500","50,700"
1718,B M FOODS LIMITED,167.4,D,218,"1,522","1,419","1,419"
1719,TANNERS (SHREWSBURY) LIMITED,5.35,D,109,509,"3,666","3,741"
1720,COLVILLE CARE LIMITED,36.64,A+,122,485,"7,295","7,295"
1721,EUGENE T. DOYLE & CO. LIMITED,40.54,B+,16,29,37,156
1722,PERCY R BREND & SONS (HOLDINGS) LIMITED,141.18,B+,"1,190","1,000","23,827","23,827"
1723,J P DUNN CONSTRUCTION LIMITED,11.52,B+,31,"2,811","2,345","2,345"
1724,HEDLEY'S GROUP LTD,17.14,D,93,382,"2,871","2,871"
1725,HILCO EUROPE,631.95,D,161,"1,973",985,"12,311"
1726,CAMBRIAN MANAGEMENT COMPANY LIMITED,194.54,B+,120,"2,582","5,654","16,389"
1727,YUSEN LOGISTICS (UK) LIMITED,137.53,D,"1,516","2,513","24,130","29,169"
1728,WARNER CHAPPELL MUSIC LIMITED,72.69,D,61,"11,746",277,"25,752"
1729,RUSHCLIFFE CARE HOLDINGS LIMITED,106.24,D,"1,033","4,684","41,193","65,414"
1730,RYBROOK CARS LIMITED,89.57,D,366,-681,"6,872","15,504"
1731,BASWAL LIMITED,338.29,D,79,464,"6,501","6,501"
1732,AGCO LIMITED,73.13,D,418,"1,927","3,513","16,742"
1733,ALYCIDON CAPITAL LIMITED,376.69,B+,55,798,"1,229","6,480"
1734,TOTE BOOKMAKERS LIMITED,198.71,D,"1,764","8,353","6,448","44,837"
1735,AXESOR DESIGNATED ACTIVITY COMPANY,75.4,D,157,"-11,771",278,"11,345"
1736,V.SHIPS UK LIMITED,349.85,D,309,"8,636",570,"9,710"
1737,GRANGE MANAGEMENT (HOLDINGS) LIMITED,5.38,A+,8,"2,073","1,382","35,893"
1738,CENTRAL ESSEX INTERIORS LIMITED,1.09,B+,5,"1,232",100,100
1739,RED GROUP HOLDINGS LIMITED,6.56,C,209,"4,157",293,293
1740,EXCLUSIVE EDUCATION LTD,17.83,B+,10,410,58,58
1741,TOMCAT INTERNATIONAL LIMITED,0.03,B+,37,"106,561",415,"120,699"
1742,STAYSTRIP GROUP LIMITED,38.24,A+,49,-150,248,248
1743,ROSEN(UK) LIMITED,219.19,C,150,-180,964,964
1744,PURMO GROUP IRELAND LIMITED,249.81,C,68,-808,"4,420","4,891"
1745,XL JOINERY LIMITED,83.98,C,82,327,855,855
1746,COLEFAX AND FOWLER LIMITED,79.55,D,131,"1,286","1,377","1,765"
1747,DEMCO CONSTRUCTION LIMITED,8.58,D,113,"3,389","1,400","1,400"
1748,ITI OPERATIONS LIMITED,1.91,D,109,"1,170",611,631
1749,LSD DEVELOPMENTS LIMITED,1.56,D,4,91,"1,000","1,000"
1750,E.E.BLYTH & CO LIMITED,2.79,D,75,"1,052","2,839","3,780"
1751,COTTERHILL LIMITED,106.3,D,99,"3,221","24,004","24,936"
1752,J M S CONTRACTORS LIMITED,1.86,B+,71,"3,081",681,681
1753,ROCHLING INDUSTRIAL (UK) LIMITED,59.38,D,80,490,"2,104","8,346"
1754,MARBLE BUILDING PRODUCTS (YORKSHIRE) LIMITED,136.77,D,161,"2,667","1,276","1,276"
1755,SOUTHERN HEALTHCARE (WESSEX) LTD,202.19,D,238,484,"8,115","8,518"
